SDPR
PRCD
VIL1
CACNA1F
FCRL3
C17orf51
LOC100507387
C11orf21
PRKG2
FLJ44511
DDX11L9
JAZF1
TEX21P
DOK7
SPATA6
ARHGAP25
LOC148696
IL1RAP
C19orf34
FFAR1
P2RY12
FNBP1L
ZNF736
LINGO3
ASAP2
SNORD62A
SNORD62B
HRK
LIMS2
FAM154B
VPREB3
CD300E
RGL3
CCDC165
SPTB
GPR152
TUB
FMO5
PGAM2
TRPC6
PABPN1L
LOC100505648
SEPT5-GP1BB
ZNF879
CSGALNACT1
SESTD1
NCRNA00304
ZNF192
ZBTB37
TIMP2
LOC400685
SETBP1
MYLK
ZEB2
AHNAK
TCTE1
ACSM1
SNORD28
LOC100287036
ITGB5
NODAL
MID2
NOTCH2
GAS2L1
MOBKL2B
FAM66A
CLMN
HRASLS
WNT3
NLRP6
CTGF
FXYD7
EML5
LPP-AS2
DOPEY2
SESN3
ZNF300
RALGPS2
C1orf172
ZSWIM5
AMIGO2
CCDC154
MAP4K4
CUBN
DAB2
EBLN2
SNORA63
C19orf23
MED13L
LOC100505817
DMRTC1
LOC283663
VSIG2
SCML4
ROR1
NEB
MPEG1
TGM4
LOC100302650
LOC100506035
ADH6
SNORA43
SPON1
BAHCC1
TMEM229B
CLDN20
ZNF285
MGC2889
ANK3
PNPLA7
DMRTC1B
PRDM8
CR1
ZBTB20
ZNF154
MYO7B
TSPAN32
C1orf152
ARHGAP39
NEIL1
LOC100507341
FAM134B
DPRXP4
AP1M2
ZNF487P
GIPC3
DIP2C
JAM3
GLYATL1
psiTPTE22
ATXN7L1
SNORA4
ZNF699
NR4A2
RUNDC2C
CRIP2
NTN5
VWF
OPRL1
GRAP2
KLF9
SNORA48
PYGM
ZBTB10
LOC339666
MASP2
SLC6A16
ZNF532
OCLM
SEC14L5
KLF6
TSPO2
HIP1R
C15orf52
REREP3
PXDNL
SH3D19
TNNC2
FBLN1
TPM1
POF1B
NBPF9
GRM2
TTC7B
SPOCD1
TMED8
SNORD59B
NFATC2
GATA2
LTB
PXK
TCL6
PI16
MTSS1
ALS2CR12
GPR18
NBPF14
MIR7-1
HCK
OR2A1
OR2A42
ZNF157
GPR75
ZNF391
MAML3
RGMB
ZNF703
C3orf39
SLC13A5
LOC100272216
FAM157A
TGFB2
BCL11A
NBPF1
ARMC2
UBASH3B
PRDM11
COL4A3
FAM49A
NCRNA00264
SNORD59A
NXNL2
GNAO1
LOC100505483
CXCL5
SEMA4B
DPEP3
RAB11FIP5
GALNT14
FAM84B
TUBA3D
FLJ41484
LRRC18
SGCA
FAM69B
FAM13AOS
NDRG2
MS4A14
MICAL3
TXNRD3
KCNQ1
SNORD35A
KCNJ1
SNORA75
SNED1
PAX5
TP53TG3
C1orf115
ZMAT1
DISP1
C1orf162
CACNA2D2
C12orf71
FAM190A
NT5C1B
GCNT7
MIR600
IRS1
NOS3
RHOB
NBPF24
PADI4
TNFRSF13C
POM121L9P
TAGLN
ENAM
ZNF853
SELL
ZDHHC23
MYLIP
FAM65B
RASA3
COL10A1
PHF16
TNFRSF10A
HAL
IGF2BP2
JUN
ARRDC2
FAM159A
CHRM4
LOC151009
PRO0611
DUSP6
ALOX15
DDX11L2
RASGEF1B
LGALS4
LOC283194
SYTL4
SNORA27
SNORA62
OR2A7
ANKRD36BP1
SRSF12
DIRC3
LOC100190986
SNORD103A
SNORD103B
PCSK5
SIGLEC5
ORM2
C17orf57
BCORP1
LOC441455
PLEKHA1
S100A10
LAIR2
CCNT1
RHOBTB1
IL4R
PDP1
MIR5047
FRAT1
LOC100288069
FADS3
RAD54L2
CNKSR2
HORMAD1
LOC100507043
CDKL5
PTPRO
ADAM19
P2RX5
MATN1
CECR2
C1orf116
KBTBD11
BEND2
TNK1
ARHGEF10L
TJP3
SNORA6
IL13RA1
PLEKHG1
FBXO15
ZCCHC18
FAM66B
ESRG
ASXL2
HECA
PNMA3
VSNL1
ASCL2
CYP4F11
SLC23A2
COL4A4
CD24
NFIX
RASA2
LILRA4
ZNF204P
CCDC62
LOC439990
TUSC1
ZNF208
Sep-05
EYA2
SOX5
CHRNA2
ZXDA
BTNL9
PHLDB2
STX3
ZNF883
COL19A1
BEGAIN
LOC283624
PTPRK
EPHB4
LOC153684
GGTA1P
FCGRT
TMEM158
CROCC
KCNA3
DKFZp686K1684
LOC221442
KIAA1107
DSCAM-AS1
PIK3IP1
ARGFXP2
TCL1B
SNORD31
NCRNA00266-1
NETO1
NUAK2
C9orf173
HGD
ERP27
ALOX12
C22orf43
CXCR5
LOC100271722
CTDSPL
HDAC9
ZNF550
EPB49
KCNIP4
SLC25A24
TMEM65
CYSLTR1
ASB14
APLP2
TP53TG3B
THNSL2
CHMP7
MLXIP
FAM66E
FCGBP
ZXDB
CNTD2
AMN
ZNF833P
ZMYND15
SLC39A10
AFF2
POM121L4P
LOC100129407
GALNT12
STMN3
FAM70B
LOC100506801
PION
NCRNA00287
TLR4
OTUD1
LOC100499466
CLEC4C
MAST4
CDC14B
EPPK1
TNS3
C21orf122
FAM109A
ZNF471
JAKMIP3
L3MBTL3
AANAT
AIRE
PLEKHB1
PRNP
ZMYM1
C11orf85
PCDH12
SATB1
MFSD2B
OR2A4
IKZF3
CRTC1
ZNF502
LOC286367
GNG3
XKRX
ADD3
ZNF781
IGSF9
SNORA55
PGCP
HLX
FLJ43390
SLC26A1
KLF8
PRKCE
PDLIM2
NXF2
KIFC3
ATG9B
CHML
CD69
SNORA17
KCNJ13
EPHA4
C11orf63
KIAA0125
NIPAL2
C21orf63
SLC30A8
TRAF5
KIAA1377
SNORD12
ZNF844
ITGAM
C17orf109
S100A9
FAM117B
FAM138B
EGFL7
SLCO1A2
BAIAP3
C19orf71
NCOA2
RIMKLB
PLD4
ZNF727
LGR4
ZNF678
ZNF135
SNORA45
CG030
REL
TMEM2
LOC170425
NID2
PTGER4
PAIP2B
TTN
DCST2
HIPK3
RGS17
ADAM23
GPR3
PPM1L
ZNF831
TMEM63A
TP53INP1
RTN1
PTPLB
LOC100129550
LOC100133050
SLC24A3
LTK
TXNDC6
MYOM3
CHRM3
SETD7
SLC25A37
SNORD26
CIITA
GUSBP9
KIF13A
CDK20
CYP3A5
LTBP1
LOC100288615
ZFP36L2
SGK196
MPP7
FCHO2
LOC202181
INPP5F
NEO1
C1orf150
ZFP28
TTBK2
SIDT2
MTL5
REXO1L1
LIMS3-LOC440895
TTC21A
C17orf76
LOC100132356
ASAP3
RPS6KA5
ASZ1
LOC100505715
ZNF711
C6orf25
IDI2-AS1
RPL31P11
RGS2
FAM138A
FAM138F
CYP2U1
GRAMD1C
SNORD29
CCDC96
LOC440173
WDR86
HHIPL2
TMEM220
HMBOX1
LOC100287559
ZNF418
LOC100507053
LDHAL6A
ZNF239
CDK18
NOTCH2NL
NCRNA00246A
NCRNA00246B
EPC2
DDX43
PODNL1
KIAA2018
LOC728323
LOC285847
REM2
MRVI1
ZNF551
LDOC1
FAM138C
CTSF
PLAC4
BAGE4
BAGE5
TDRD9
LOC151162
SPDYE2
SPDYE2L
ERC1
BAGE2
BAGE3
SLC12A7
LOC100506178
FAM66C
ARL4D
APOF
REPS2
SLC22A15
RPL23AP64
ST3GAL1
NOXA1
DCK
CRB2
NR1D2
SPDYE6
SCN8A
GAPDHS
EFCAB4B
SNORD34
APBB1
GP5
NRADDP
LOC100134317
FMR1-AS1
C20orf195
LOC643733
CBX7
ASTN2
FLJ27354
FNDC5
GRIN3A
OR56B1
OR7E91P
HERC3
TNNT3
DGCR9
GPR183
TAPT1
PM20D1
SNX18
LOC349196
TBC1D16
LOC646762
LOC653550
RBMS1
C1orf192
RALGPS1
LOC283177
CNR2
VCL
SYNJ2
TAF1L
C1orf228
KLF7
FAM90A25P
HOMER3
DNAH10
SIGLEC14
ARRDC3
ADCY9
FAM90A13
FAM90A14
ZNF667
CD72
MORC4
OR13A1
FLJ31485
FGD2
C3orf27
SPDYE5
OGFRL1
MBNL3
DUSP8
LOC339166
NBPF7
KIAA1407
PTPRJ
RGL4
LCOR
PDGFC
SYBU
CNTNAP3
ZNF573
GVINP1
PARM1
KNDC1
FAM196B
ABLIM1
C21orf7
YPEL5
DDAH1
RIC3
U58
GUSBP4
PTAR1
DYRK2
SIGLEC10
BMP3
BLK
FLJ37505
TMPPE
SNORD15B
PLGLA
LOC389641
AK8
FAM138D
MORC3
IGSF11
KIAA0430
FAM53B
FAM138E
C9orf72
SPINLW1
CASP14
PKDREJ
LOC254100
PKD1L1
PGM5P2
LRP11
LOC286437
POM121L1P
C3orf66
MYADM
COL18A1
ZNF397
Mar-08
LOC100288123
SNORD35B
LOC100128264
KLF12
RNF112
ARHGEF18
LOC100505933
C22orf23
BCYRN1
CROCCP3
LRP1
SYK
FLJ10038
A2ML1
TAS2R31
C1orf126
CATSPERG
SNORA7A
DPF3
ZFP37
C8orf39
FLJ34690
TRAK1
NIPAL1
TLR2
RNF141
FAM90A5
ZNF717
BICD2
FAM46C
B3GALTL
KAT6A
FAM26F
MAB21L3
AIFM3
CAPN3
CHRNA7
PPAP2B
CDCA7L
SMA5
JUND
SNORD32A
MYL9
LOC100128573
TSSK3
SYT2
TTC22
KIAA0355
KIAA0319
STK39
ICOSLG
TPH1
ZC3H12B
LOC100170939
PROS1
C21orf96
SNORD36B
SCN3B
NRIP2
KPNA5
MIR3064
CCR2
CLTCL1
SSC5D
P2RX6
ZNF890P
PLEKHA2
KRT18
EPC1
NBPF11
RNF130
MAML2
PPTC7
EMCN
CMTM7
GUSBP3
SIGLEC11
VN1R2
NBPF16
LOC646813
CDKN2D
NBPF15
MYBPC3
F5
SKI
BGN
TSPAN18
GABRR2
NBPF3
PRDM4
NCRNA00221
ZDHHC2
NCRNA00114
TMPRSS11BNL
LHPP
ELK3
GUSBP2
MTM1
SNORA68
SNORD100
SUSD5
LOC650293
C12orf74
KIAA0226L
DNM1P46
PDE5A
KCNK2
LBH
SPDYE1
BCRP2
SDK1
CDH13
WWC3
ALOX5
USP53
FOXO1
DCX
LYL1
LOC100506874
ADAP2
GH1
ARHGAP19-SLIT1
C16orf89
SPRY1
ETV3
UTS2D
PEAK1
TRDMT1
TLR5
BCL7A
IKZF1
HRNR
GLI1
SCN1B
ERV3-1
ATP2A3
LRRC37A4
PDE4B
HTR7P1
KIAA1755
DKFZP686I15217
FGD4
SERPINF2
AKAP6
PLGLB1
PLGLB2
PLA2G2D
ATM
CA2
LHX4
LOC100129196
LOC144776
AATK
CHRDL1
DISC1
WHSC1L1
USP6NL
QSOX2
ZNF238
FAM90A18
FAM90A19
SNRK
STIM2
CDH26
TCAP
FAM153B
S100A8
SNORD97
MYOM1
TRIM56
DKFZP586I1420
LOC100131257
TMEM212
LOC100129083
LOC100134368
TGFBI
HSF5
MTSS1L
PRRT2
C5orf41
SNORD10
LOC100128252
ZHX2
CNTNAP3B
PAR-SN
PTGS2
CYGB
SSH2
SLC22A7
RNF125
GRID2IP
MYL10
ARL10
GPC1
SESN1
ZNF141
EPB41
VENTX
INF2
SNORD27
ZNF81
CORIN
GPR174
FOXD2
SLC34A2
LOC100128531
PRKCB
MS4A7
FAM66D
AMN1
FAM7A1
FAM7A2
CAPN2
FRMD3
LOC100130197
SLC11A1
MIR3916
ZNF415
TRAK2
IFT57
C14orf64
ZBTB44
LOC219731
S1PR1
LOC100128593
MGC39372
NCRNA00092
FAM46A
ZSCAN18
KLHL24
UTRN
HCG4
LYST
C7orf65
RNF43
C17orf88
ZNF542
FAM7A3
NSUN7
TMOD4
DPPA4
SLC16A11
C10orf95
RUNDC2A
CD37
BCORL1
NBEA
METTL7A
PRR5L
LOC100134229
LOC400550
VPS13C
FLJ33360
ABLIM2
C20orf194
ZNF605
ARID5B
LOC144742
PDE7B
KAT2B
CELF6
FHAD1
CCL16
PLCH2
DLGAP3
SRGAP2P2
MLL2
PTPRB
MTRNR2L4
CPVL
GOLGA2P2Y
GOLGA2P3Y
LOC100505716
TAS2R5
GNG7
STAG3L1
FNDC9
TMPRSS7
ZNF229
SLC6A14
AMT
ZNF652
CNGB1
LOC285696
XYLT1
LOC100129534
C8orf37
ALX3
OLFML1
ZBTB39
KLHDC1
KIF21B
C5orf60
RGS6
CCDC144B
LOC283299
C6orf204
ZNF80
FAM63B
NCRNA00102
RICTOR
HSFX1
HSFX2
1/2-SBSRNA4
PTPRC
RHOBTB2
ZFP3
ANKMY2
SEL1L3
LPP
LRRC70
F13A1
LOC100233209
EBF1
CCRL1
MDS2
STAG3L3
LOC100129722
PAQR5
VPS13D
LENG8
MURC
GPR135
PROM2
C2orf83
C6orf132
XKR5
LOC440028
FGB
DEGS2
NKD1
F2RL1
NCRNA00321
CCDC141
RBM11
PIK3C2B
CC2D2A
MYT1
CD93
CASP8
C9orf102
ZNF37BP
C20orf112
GP1BA
SLC12A3
PECAM1
PRKAR2A
LOC442132
AXIN2
GP6
CD36
ARHGAP42
ZNF577
ZNF660
RAB11FIP4
PIWIL3
STOX1
PLCB2
UBXN10
CILP
LATS1
RAB32
MORN1
USP27X
UGT8
HIF3A
ZNF354B
CD83
LOC100130451
EFCAB5
ANKRD57
C12orf34
BCR
KIF5C
LOC150935
ARL4C
FAM65A
SLC36A3
MAP3K2
LAIR1
SCNN1D
LOC389791
ZFP91-CNTF
AFF4
SH3GL1P1
KCNE4
ANKK1
CCL28
FLJ36777
CA12
C1orf220
GPD1L
DGKD
SNORA1
DNAJC5G
LEP
SNORD102
MS4A1
EEF1DP3
PCA3
LOC284379
PRDM2
ZNF169
SLC15A2
MAGEE1
FES
KIAA1199
LOC285375
CXCL16
TMEM121
CYP8B1
ZNF121
SLC41A1
AMOT
LRRC66
ESR1
ABCC5
GOLGA8IP
SLC45A3
ZNF792
FEM1B
TRPM6
C2CD4A
DEF8
FLJ30838
KIAA1486
HSPA12B
FFAR2
ATP11A
KIAA0040
CHD7
STAG3L2
UG0898H09
CLN8
LOC100507584
ANTXR2
SLC23A3
COL28A1
BBX
LOC646214
LOC401321
LGSN
CNTF
NCRNA00204A
NCRNA00204B
LOC100287616
UBXN7
GCM1
TRIM58
BDP1
FLJ14107
BCL6
SIRPB2
SNORA7B
RHPN2
THRA
LOC387646
FAM123C
EHD2
C9orf129
C3orf72
MEST
LOC728264
ANKRD44
C9orf139
FAM106A
UACA
ATRNL1
ZNF705D
GALNT3
WDFY4
HSP90AB2P
FRS2
EGR1
TNRC6B
DSTYK
PM20D2
CLDN18
PRAP1
ZNF835
TTC14
ORC4
OR2A20P
MAP9
PHC3
IQSEC1
PYROXD2
LOC100505776
SLC25A34
LOC100129387
CAND2
LZTS1
ATF7IP
PIKFYVE
FRG2
LOC100288255
KIAA1147
SHISA9
FAM74A2
FAM74A4
PLEC
HIST1H3H
GNB4
LOC100507062
OPRK1
GNAQ
RAB31
PFKFB2
KMO
ITPK1-AS1
ZNF439
PCSK6
RP11-165H20.1
SOX7
LRRC48
KIAA1109
LOC389765
DYNC2H1
IAPP
NINL
C5
LOC400548
LAMB2P1
C1QTNF2
NIPAL4
NCCRP1
LOC100130000
ZNF548
RAB11FIP2
C1orf141
C4orf40
FAT3
PTGIS
ZNF737
MYO9A
TCF7L1
ISLR2
OR2A9P
SNX2
LOC731275
WDR17
PLEKHF2
C15orf2
TMEM56
BCL9L
DLG2
LOC100505676
CREBBP
CDHR3
TGIF1
ASB11
EZH1
C6orf192
SEMA4F
tAKR
ARID4A
EMB
LOC728989
LOC100131655
LOC643406
KLHL30
PARP15
LOC100302401
KLRF1
SLC16A7
CCBP2
LOC253264
KIAA0889
R3HDM2
SLC16A4
LOC100505495
LOC155060
ITPKB
STON1-GTF2A1L
IL11
AKD1
LRRC4
SOX12
PAWR
LDOC1L
MYBPC2
C14orf184
HES1
LOC338758
SLC24A2
LOC100506688
SLC4A7
ANKS4B
EMR4P
LOC100132526
USP24
PPP1R3E
ATG16L2
LOC100133545
APBB2
FAM90A9
RBP5
SCML2
SNTN
ITGA2
EMBP1
IGSF22
SYNPO2
SLC16A12
LOC100505881
ABCC9
CCDC39
LOC283432
NLRP1
ARHGAP22
TLR8-AS1
LOC158696
LOC400950
CTC1
PLCXD2
SCML1
PPM1F
IL9R
LOC100129917
LOC100268168
SNORD22
ZNF702P
SMPD3
MTX3
MLANA
KANK1
LOC100132077
LPHN1
MACF1
ZNF518B
HAVCR1
MSH4
CHPT1
PNPLA3
BRWD1
ACACB
CCDC148
AXL
LOC401093
MFHAS1
PLEKHM3
C12orf35
C8orf86
LOC283335
INO80D
DBIL5P2
MS4A2
LOC100506930
GUSBP11
TCEANC
C5orf64
RGL2
SERHL2
LOC91948
WHAMMP3
ROCK2
WDR52
APOL4
SHROOM4
ADRB2
LRRC37A3
SAP25
LOC100507634
LOC284395
ZNF876P
ARHGEF26-AS1
RNF169
SMCHD1
SLC1A2
PPAPDC1B
SLC4A1
FLJ38109
FOLR2
FAM124A
SMCR8
PLCB1
C18orf26
ADIPOQ
SNORA53
ITSN2
SGSM1
FGD3
IFLTD1
CAGE1
C9orf96
CDCP1
CYP2B7P1
RP1-177G6.2
TMPRSS11B
C10orf118
NCRNA00311
C1orf95
LOC282980
ARSF
PDPR
TGFB3
NCRNA00169
HTRA4
PRKY
FCGR2A
PLEKHM1P
LOC100131551
ZNF92
LOC100505576
KRT8
UBE2Q2P3
RNF44
ZNF486
FLJ13197
NCRUPAR
DAZAP2
HRH1
PRICKLE1
CEACAM8
SAMD4A
DDAH2
CRAMP1L
CHP2
RNF212
SLC14A1
CPNE5
SEC14L4
PAPL
DLX6-AS1
ZNF33A
TAOK1
SPIRE2
PGM2L1
HCAR1
SP4
MS4A10
RBM44
LRAT
DAND5
AKAP2
LOC286186
EXOC6B
YPEL1
PDE2A
LOC100129480
C17orf46
SIGLEC16
SYTL1
EP300
FCGR2C
UST
CSRNP1
SOCS5
BAI1
PALM2-AKAP2
LOC100506334
JUNB
MAP3K9
ENGASE
LOC100129046
DKFZP434L187
RAET1E
LOC339902
JMJD1C
ZNF331
MESTIT1
CYP2B6
EPHA3
ISPD
C2CD3
PTPN20A
PTPN20B
C14orf165
ZNF776
FAM59B
ADAMTS17
RHD
PRND
SNORA67
ANKAR
LOC100289511
C1orf101
LOC255167
ZNF800
FLG2
TEX11
STON2
GPM6B
LHFPL5
TTC28
CALN1
TMPRSS13
LOC440600
PKIG
GSDMC
HLA-DOB
ZNF417
TAS1R3
OPN3
C1QL3
LOC150622
MPV17L
MXRA8
ALPP
LAMB1
GNB5
OSBPL1A
ZXDC
DUSP18
ZNF14
NRIP1
ZNF483
SEPN1
LOC340037
LOC553103
GHRLOS2
UPK1B
ST3GAL5
LOC386758
KCNIP2
FBXL13
APPL2
FBXL3
PDE6B
ZFP36
LOC650623
NIPSNAP3B
CSF2RA
LOC285456
KBTBD12
EFHA2
SPDYE7P
SLC2A4
S1PR3
LOC283922
IKZF5
RP2
ICK
PPEF2
SENP7
AIPL1
GANC
MGC16703
DNMBP-AS1
GAS6
FZD4
EMP2
TTTY15
PNPLA1
GGT6
DENND5B
LOC644669
LOC284454
ZNF571
Sep-14
KCTD7
TMC5
TADA2B
LOC146336
RASSF8
TMC7
ZNF826P
ITPR3
ZNF559
HEBP1
P2RX5-TAX1BP3
LOC100271836
TMEM133
MRS2P2
C5orf39
POM121L10P
OPHN1
KIAA0087
INE1
LRRC8B
KIAA1328
ENAH
LLGL2
STAC2
LOXL4
ZNF99
C1QTNF6
SNN
ZNF815
ACSS1
FHDC1
PRELID2
APOBEC2
LY9
MYH7B
SAV1
KLHL8
FLI1
NOS1
CNOT6L
ATP1A2
GUCY1A3
LOC728377
LOC283104
LOC284576
SETD1B
CABP4
KIAA1549
LOC100128338
LOC283070
HRH4
C18orf2
TMED6
ARGFX
UCP3
LONRF2
ERN2
LOC641298
LOC100287225
TTC24
IRF8
CYBASC3
ATXN1L
FAM153C
CEP120
PKD1
ZNF705A
LOC100128126
EIF2C4
LOC100287792
FAM22F
PNISR
SERHL
UBN2
PYGL
PRKRIR
SNORD58C
LOC100506990
ZNF592
OR7D2
PTGES
FAM73A
GRAMD4
PARK2
LOC643770
MGA
CD22
LOC339505
LOC100287846
LOC648691
GPR12
KCNJ11
CBFA2T2
LOC148709
C17orf73
GALNTL2
LOC100128675
ZNF321P
FAM202A
MDM4
FLJ41941
ZCCHC11
CNTRL
PTTG2
LOC100506385
C3orf18
OSMR
SIK3
KIAA1751
KCNC3
FUT2
ITPR1
SIGLEC8
VAMP2
EXOC8
CYP2W1
FGFR2
ZBTB41
LOC100128398
NMUR1
DNAH11
OR52N4
TAT
GRAPL
KIAA1033
BROX
PAN2
CLEC4GP1
LOC100272228
TUFT1
GP2
WBP2NL
FBXL14
FAM22G
SNORD79
ZNF718
C14orf49
TLE2
INADL
C11orf92
TMOD2
MTMR10
ZG16
CNNM3
TEDDM1
IYD
TPPP
DMBX1
CXorf23
ZNF662
ATCAY
ASH1L
GGT7
LOC100130899
LOC256880
FLJ43826
JAK1
ZNF134
HPGD
SRRM2
MDN1
ERBB3
LRRC2
RNU86
O3FAR1
LOC100506305
DDX3Y
CXCR2P1
NCRNA00335
ARMCX4
LOC100507321
FLJ39639
TSPYL1
MBTD1
CCDC112
LOC339975
TRIM72
OR51E2
LOC729723
ZNF808
LOC730668
FAM90A7
ZNF329
ZNF587
KIAA1467
LIPT2
WNK3
SCAI
ZIM3
ZDHHC21
GGA2
ZDHHC8P1
C14orf132
PDE4DIP
ABCC13
DSEL
SLC13A4
LOC100506994
RC3H2
LPAL2
SPEN
ZNF791
ZC3H12D
KIF3C
FBXL19-AS1
BREA2
DSC1
HPCAL1
LOC100131496
HFE
ABHD15
ANGPT2
RAPGEF6
GFRAL
C3orf74
DNMBP
POC1B-GALNT4
DISC2
GGT8P
SNX30
LZTFL1
KRT42P
ARID1B
EPHX1
ARHGEF26
SKIL
HIST2H3D
C3orf70
HIST2H2BF
FLJ37453
CCNG2
FAM74A3
FLJ20518
FRG2C
PIK3AP1
AQP11
EML4
TMEM236
LOC284950
BZW2
ITIH5
GALNT4
LOC283089
TP53I13
SHPRH
TAS2R43
KNG1
MAGI2
CCDC93
LRRC3
LOC729444
SNORA52
PCDHA9
MIR4315-1
MIR4315-2
TP53INP2
LOC100190940
FLJ35390
OTX2OS1
WDR88
KIAA1210
SIGIRR
FLJ43879
C9orf41
SCAND2
BMP2K
HUNK
EXD1
BCL2L15
DDX60L
FAM92A3
LOC100289019
ZNF814
YOD1
TBXA2R
DOCK11
PLEKHA6
BACH1
FAM74A1
ARRB1
ZNF83
BAI2
TAS2R10
C1orf130
POM121L8P
CACNG8
ZNF493
HOGA1
TNFAIP8L3
LOC728606
WFDC8
GTF2IRD2P1
SEMA5A
MSMP
LIN28A
ZMYND11
SGK494
HIST2H2BE
C10orf47
HIST2H2BA
NAALAD2
ANKRD20A9P
DCDC5
LOC440704
LOC100507178
KLF3
LOC100130357
TP53AIP1
LOC440700
RSPH10B
RSPH10B2
WASH5P
NPHS1
SH3BP5
SBDSP1
L3MBTL4
GOLGA6L6
PCF11
KIAA0664L3
DNAJC22
RPH3AL
NLRC3
ARHGEF10
CXXC5
CGNL1
SPPL2B
TBC1D10C
LOC100506710
ABTB1
ZNF785
NTNG2
ABL2
TMEM213
TLR6
FOXO4
CHST6
LOC100289341
MTHFR
GNG11
WNT10B
TMIGD2
BMP8A
ALS2CR8
LOC399715
ZNF107
TRIM44
L2HGDH
BSN-AS2
ATXN7
FLJ34747
AKR1D1
AASS
PATZ1
VAMP4
LTB4R2
CCR6
CDON
PHF7
RASSF2
ZNF273
GOLGA6L1
CAPRIN2
CCDC114
RHBDL2
DMXL1
METTL20
NAAA
DPY19L1P1
ZNF816-ZNF321P
ANKRD31
SYPL1
KCNJ14
ZKSCAN3
FCHSD2
PRKAB2
LOC285540
LOC100507351
LRRC37A
KLHL32
GLIPR1L2
LOC100505622
SYCP3
LOC121952
LOC100128288
FZD2
LOC441666
RND2
FLJ31662
VN1R1
PABPC1P2
CYP1A2
LOC100130890
SYDE2
LOC100505549
LMLN
