MMP7
IL27
GAD1
ALOX15B
C11orf41
TNFRSF17
PTHLH
DCC
ADM
ASPM
OTP
ASPA
KIR2DL4
BCL2L14
IFNG
MIR155HG
ASCL1
TCN2
MNX1
ANXA8
ANXA8L1
CENPA
SPP1
YPEL4
ZNF697
CDCA2
ETV7
TARP
PYCR1
DST
GFI1
FNIP2
OTOGL
GIMAP5
KIF4B
CDKN3
KIF18B
CBS
PLEKHH3
KIF2C
GIMAP4
CD8B
CPXM1
OASL
KLRC4
RGL1
P4HA2
INA
CHPF
IQCJ-SCHIP1
MYB
TOP2A
HSD11B1
HNF1B
APOC1
CMA1
PTGR1
NCAN
SH2D2A
CHAC1
TMEM198
CCL7
RGS13
IGSF3
C17orf96
CYP7B1
CDKN2C
PANX2
KCNN1
HIC1
RUFY4
HDGFRP3
MND1
TOX2
CNKSR3
PIK3R3
ZWINT
TNFRSF11A
BUB1
EBI3
TNFRSF4
WDR63
NPM2
PDCD1
CCNB2
AURKB
RAB38
NUPR1
TSPAN1
MSX1
PRR18
DCAF12
CKB
ETV4
SEMA6B
GLDC
LGALS3
KCND2
GRM8
GIMAP6
MCOLN3
C6orf105
ALPK2
JAKMIP1
HEPH
DGKI
BUB1B
NOL3
HCAR2
TSKU
GCGR
DUSP4
SIRPG
NEURL3
GDA
CD163L1
IL19
DTL
LOC348761
BARX2
SERPINA9
CD70
RASSF4
SNAP25
LOC730101
CDCA5
ZG16B
PKMYT1
ANKRD29
CCR5
FCRL4
LSAMP
GSTT2
PTMS
TNFAIP2
FERMT2
MB21D2
CCDC74A
NCAPH
NTRK1
ESPL1
CLIC6
NKD2
CT45A3
FADS2
NIM1
TNF
B4GALT6
CD274
C12orf70
TROAP
CT45A1
LTA
SEMA4C
HSPA1A
CLIC2
TRAT1
C2orf48
TNFRSF1A
TNN
FJX1
CTSL1
KDELC1
BIK
FAM27A
STYK1
KLRC1
FAM27C
TOB2P1
MIR4751
TIAM1
MGST2
CDCA3
FAM27B
HSPA1B
DSC2
HMMR
ETV5
BATF
ISG15
FAM171A1
ID2
GINS2
LOC81691
GLT25D2
RRAD
UBE2T
ATP8B4
ISL2
TTK
SLC27A2
ESCO2
FRK
VWCE
A2M
FOXG1
EPHB1
SRGN
LOC100507218
ICAM5
SIX3
LAMB3
CENPF
NR5A2
PPIC
SCD
E2F7
IL4I1
KCNK5
LMNA
PHF21B
NT5DC2
EPB41L4B
DAPK1
SDC4
SCHIP1
LIPH
CDCA8
COL5A1
TMEM173
RBM20
TEX15
FBN1
C1orf170
RRAGD
CT45A6
UBASH3A
CX3CL1
FAM174B
NBL1
KIFC1
ST8SIA5
EPAS1
MT1E
CCNB1
CYP1A1
ADA
FRMPD2P1
LOC284215
NPDC1
SPRY4
GLT1D1
CENPE
GTSE1
GPRC5C
UNC13B
CAV1
FXYD6
ID2B
ENOX1
HGF
GJB2
TLCD1
SLC16A10
PRRX1
FOSL1
PDE9A
NCRNA00256A
OSR2
LRP4
FRMPD2
GPR15
PTTG1
LEPREL1
ASF1B
CT45A4
MCM10
IL18RAP
PIK3R6
ICAM1
SYCP2L
NUAK1
STBD1
SERPING1
IFIT1
RCBTB2
VASH2
PLAU
ARNTL2
CT45A2
TMEM45A
PRG2
IFI6
IFIT1B
CACNA1E
SPC24
IGJ
MUC13
RHBDL3
WARS
SV2A
PLK1
SLAMF7
FAM72D
GPR84
EFNA1
ITK
D4S234E
SH3PXD2B
C20orf103
INPP4B
TEAD4
ARMC9
CCDC74B
LRP2
NPNT
GIMAP1-GIMAP5
BLVRA
ATP1B1
USP18
BFSP2
C17orf99
NUSAP1
FAM72A
C11orf75
PAM
DACT3
PLXNB1
KLRB1
CAMP
EEPD1
KRT17
TNC
TXN
NID1
AGPHD1
PDCD1LG2
FBXO43
MTHFD2
HMGB3
PIF1
MT2A
ST3GAL6
KIF21A
PRDM1
IL1RN
KCTD19
CDKN2A
ABTB2
DHCR24
FAM47E-STBD1
EPDR1
SLC43A3
CACNA1D
CLDN23
ATF3
EXO1
HOXB7
AQP9
SEMA4A
TRIM69
SYN1
DOK4
UBE2QL1
C15orf48
FGFBP2
PFKFB4
FAM78B
REEP2
MFI2-AS1
CEND1
CDA
RAB13
FLJ46446
LOC100132741
SCAND3
GCNT3
CENPW
SORT1
TXNDC3
JPH4
LOC100132891
IL12RB2
PLAT
C4BPB
FAM72B
PLA2G16
LOC728175
SERPINH1
EGR2
DMGDH
DRAM1
BCAT1
C5orf32
CCDC147
CHST7
VEGFA
DFNA5
NCKAP5
SOCS2
NCAPG
RBMS3
FLVCR2
FAM116B
WBP5
RAD54L
WDR65
SYTL3
CKS2
B9D1
GBP1
LPAR6
HIST1H3G
DBN1
TMEM22
GRAMD1B
SPAG5
ABCA6
FAM64A
MMP9
ACTA2
TUBG1
MYL4
MFSD2A
PXT1
MGLL
GPR153
GNA15
DNAJB5
LHX2
LIMA1
CPNE7
CCNI2
ABCA12
KIR2DL3
C3
UHRF1
C1orf21
TRIP10
RGS16
GATA3
CCND2
ATF5
CCR1
KIF26B
ELOVL6
ZBED2
TBX15
OXTR
CADM1
PTGER2
CD7
IPCEF1
HIST1H1C
COL6A1
CENPM
SDS
PRSS30P
HES7
CCDC28B
C16orf59
TTC39A
CD226
VDR
MERTK
ZNF541
ASS1
GAPDH
GNG8
ECE2
LRRC31
DEPDC1
NUF2
PCNA
MGC45922
FDXR
LOC390940
IL17RB
APOBEC3H
NCRNA00176
CD300LB
NINJ1
MIR3918
UPK2
STAT1
TNFSF4
CAMK4
MYL2
CAMSAP1L1
POLE2
TRAF1
C1orf127
CTSW
ICA1
PHGDH
SLC6A9
PLXNB2
CCR10
PHLDA2
DSCC1
PRSS23
C5orf62
KIR3DL2
MT1G
PLA2G4A
RSPH1
SHROOM3
SHB
GPR97
PCGF2
CMKLR1
IFI30
IFITM1
FNDC3B
SEC61B
XBP1
TMEM144
CARD9
PLEKHG6
AK4
SPA17
EDA2R
BCL2L10
LAP3
TP73
PLEKHN1
APOC4-APOC2
PELO
RAB33A
TJP2
MFSD6L
MEF2B
GLRX
FAH
ILDR2
SDF2L1
DLGAP1
ACOT7
MAF
SIRPA
HS3ST2
TIMP1
SLC1A5
ME1
MT1X
AMICA1
SAP30
GPR137B
RAD54B
CTH
CD300A
MANF
PACSIN3
MDH1B
IGFBP2
DPCR1
NCRNA00152
GIPR
TFPI2
CYSLTR2
TANC1
MAPK12
MUC1
MYCL1
APOE
OIP5
PSRC1
KL
SDC2
DGKH
ZNF205
GRAMD3
B3GNT5
SESN2
CTNNAL1
HCST
KIF15
LOC100130275
POLQ
PLAUR
FAS
CDC42EP4
FCGR3B
MTTP
FAM57A
FEZ1
LOC100499467
PRKCH
DPP4
NUCB2
TMEM200A
NELL2
H1F0
LMCD1
SHC4
NRN1
SORBS2
LGALS1
NME1
IL15RA
FOXC1
FCGR3A
FLJ34208
RMI2
LIPG
NDC80
ALDOC
SLC29A1
PDIA4
CIT
RGS20
NLRP7
FABP5
TUBB
LAMP3
IL8
TYMP
GMNN
MAP2K6
CDCA7
NOD2
PAQR4
PRDX3
LDHA
ENOSF1
PXMP2
NHLH1
MRPL51
INPP1
PRDX1
TK1
TNIK
SPESP1
BOLA3
NDUFA8
TNFRSF18
ZNF334
SERPIND1
ZNF214
IFI35
ABCB9
PDE6G
SLC16A1
HAAO
RACGAP1P
PDGFA
ALAS1
SEPX1
BID
DTX3
RUSC1-AS1
SLIRP
EPS8L1
CCNA2
TIMM8B
RAD51
CSPG4
SLC22A1
LOC400043
FSTL3
SLC1A4
GADD45G
TNFAIP8L2
GPR19
FCGR1A
LRRC49
APLP1
LMNB1
CRYZ
HAPLN3
FAM179A
UPP1
CPOX
JAG1
GBP2
GABARAPL1
SLC7A5
OTUD7B
ISOC2
DBI
HOXB6
AQP3
PKM2
GBP1P1
MYL6B
SHF
FABP3
GRM4
TP63
NANS
DPF1
TSPAN11
FHL3
PGF
PMCH
C1orf88
NR6A1
PCNA-AS1
Sep-03
LCT
LOC100507582
DPCD
HELLS
EPS8
GPR34
GALE
CPNE8
PSME2
ATOX1
CDC6
RFTN1
PLD1
C6orf115
MCM6
GARS
TGM2
EZH2
CD58
MICAL2
CD38
FAM176B
CDC42BPA
IQCD
MRPL17
MRPL12
MX1
NAMPT
C3orf15
AARS
PPP2R2B
PARS2
STAT4
HMGN5
PHPT1
LEF1
TARS
ST7
CENPI
HN1
BST2
IRF4
IGLL1
WDR62
LGR6
PRKCQ
H2AFX
IRX6
CT45A5
ANXA1
BNIP3
IFI44
HIST1H3D
S100A11
DHRS2
ADAMTS7
PSMA6
ENPP2
FAM54A
ACAT2
RACGAP1
MAD2L1
KRT5
TNFSF10
FAM83D
VDAC1
PPIL1
SLC2A5
IFI27L1
SEMA7A
POC1A
ENPP5
PAK6
NOP10
APOBEC3B
TIGIT
COQ3
CMC1
POP1
LOC100507421
SLAMF1
NDUFB3
TUBG2
LOC92659
GPR141
GPC5
LOC100506013
GCSH
WNT11
PAK1
KIF24
DHRS3
PPFIA4
SERINC2
AURKA
CD80
EDARADD
LOC644936
ALOX12P2
MTFP1
BLVRB
PSMG1
CFP
RASAL1
TNFSF9
CYP27A1
HNRPLL
SH3D21
PGAM1
KEAP1
PGAM4
CLNK
GRIK4
HIST1H2AD
BMP6
CINP
GPHN
KLK2
C1orf51
TPI1P3
NETO2
CD247
ODF3B
TYROBP
PSMA3
HYOU1
FKBPL
ABI3
COX17
KLK1
COMMD1
HSPA1L
ACOT4
PDE4A
MOCS1
DHCR7
OSCP1
CMPK2
COPZ2
C9orf140
LOC439949
TRIB1
TXNDC17
PSMA5
RHOC
LOC100127983
IFI44L
NACC2
GNG5
H2AFZ
CXCR6
EXOSC4
KCNMA1
INSR
PSMB5
LOC729080
CCDC34
ACTB
PADI2
PFDN6
WIPI1
C1orf173
MYBL2
FAM129A
MLF1IP
ENO1
TM6SF1
RAB40A
C1orf31
AIF1
GADD45A
SH2D1B
RCN1
C4orf32
BCL2A1
PRDX4
GGH
CHCHD1
SMAD7
SMO
LRRN3
GOT1
ST7OT3
GEMIN6
MIF
LRRC20
USMG5
WNT10A
TUBB2B
SELPLG
FAM92A1
PRLR
DUSP2
FEN1
ERI2
E2F1
SLAMF8
DOK6
UCHL1
ZNF215
CEBPD
LHFP
UGGT2
QPCT
RPL26L1
EHD4
MFAP1
PLOD1
TPI1
MARCKSL1
SCARB1
GBE1
SELS
Sep-08
SLC25A10
CLLU1OS
LOC79015
C14orf119
SLC8A3
PAQR6
GZMM
RAB9A
PHF19
PDCD5
SLC38A5
OAS3
PCBD1
COX5A
KCTD1
BHLHE40
CHDH
PCOTH
CCNE1
LOC284889
OAS1
TLE6
SCAMP5
FBXO22OS
LGALS3BP
POMP
C15orf23
HSD17B14
FDPS
SLC16A3
C1QTNF9B
GPER
MIR1307
CCDC167
CCDC150
RUNX2
BHLHA15
RIMBP2
C19orf10
ERH
APOO
C11orf74
PSMD14
MRC1
IGLL5
CGN
SOCS1
CD27
MYO7A
STMN1
FARSA
LOC541471
LDHB
BASP1
BCL11B
RPS27L
RHBDD3
C5orf54
BSPRY
SHFM1
LXN
MRPL36
SPRED2
KPNA2
SAC3D1
RPF2
MRPS28
HSPE1
SPECC1
CYB5R2
TNFRSF12A
NEFH
PDIA5
TRPA1
ACADS
CCDC51
DMXL2
FGF2
CYP27B1
NEDD4
C1R
GOT2
AGRN
PDGFD
HSP90B1
PSMA2
FADS1
CHAF1B
KIAA1522
C3orf14
SEC24D
MRPL15
ACP2
NDUFS5
RTP4
NDUFAB1
ACTA1
CLTA
MST1R
UGT2B17
ELL2
MRPL13
FUCA1
MRPL22
NCRNA00258
CHST12
C17orf53
UPB1
C5orf20
HSF4
CREM
TNFRSF19
MEF2BNB-MEF2B
ACTG1
HERC5
TRIP6
PCSK4
STT3A
CDHR1
TSPAN15
SHCBP1
GCET2
AACS
MTHFD1L
VSTM2L
NPM3
LPXN
VPS25
CX3CR1
PTRH2
PSMB3
VMP1
NECAB1
MCOLN2
SEC61G
ECT2
PRC1
SENP8
MRPS33
GSTP1
CLDN12
TMEM132A
DNAJC1
RAB26
MORN2
CRELD2
PTRH1
PPIB
TRIM6
MZB1
TNFSF13B
IL1B
HOXB4
SEC11C
ATP1B3
TUBB3
IL18R1
TBC1D30
FBXL8
LCK
LMO2
LMNB2
POTEF
GGTLC2
HESX1
DLK2
CISD1
LAPTM4B
LOC339524
TMEM97
RRM2
YARS
NLGN4Y
TMEM208
UBTD1
C3AR1
KDELR2
ATPIF1
POTEKP
PTGIR
FAM162A
CHI3L2
RGS1
ECHDC3
PPCDC
OAF
PPME1
ANO10
PFDN2
SOX4
FAM158A
C6orf125
LRRC42
VSIG4
GINS3
SLC39A8
CSTB
SGOL2
PA2G4P4
KIF18A
SRPRB
SOCS6
HSPD1
YWHAE
GLRX2
PLEKHF1
SQLE
FABP5P3
C1GALT1C1
NDUFA12
COPB2
MUTED-TXNDC5
B3GNT9
C1orf85
TUBB2A
TXNDC5
TOX
IFI27L2
PDCD2L
NDUFB1
MLC1
FKBP2
HMOX1
HJURP
COMTD1
NDUFB6
C12orf60
SIL1
B4GALT2
CSRP2
FCGR1C
IFITM3
CDKN1A
LACTB
P4HB
NDUFA7
ANKRD37
CDK4
C12orf75
RRM1
HRSP12
BCL2L1
LOC100507564
TTLL7
HOXB2
C16orf95
RRP1
IRF7
CYFIP1
CDCA4
MRPL39
GSTO1
NDUFAF1
C6orf52
POP7
CXCR3
KALRN
MCM4
GPR171
PLTP
FH
COL1A1
MSRB2
PDZD11
GGTLC1
TFPT
CTSC
DHRS7B
PPA1
AGPAT9
KCNMB1
CD59
CNTNAP1
AIMP2
TIMM10
RILPL2
PEX5L
FBLN5
C1orf54
VKORC1L1
Sep-11
OTUD7A
ATP7B
GPR55
TMEM99
FAM166A
LY96
AFAP1L2
LRR1
CRTAM
TXNDC11
EIF5B
YIPF2
ATP5J2
ACSL1
COMMD4
MRPS23
SFT2D1
TMED9
LILRB4
RECQL4
C11orf1
MVD
CERCAM
PLK4
NME7
GPR44
SLCO5A1
UCK2
LOC653566
LOC100506844
OSTC
NCKAP1
CETN3
GNGT2
ACADM
SRC
PSMA4
MRPS31
CCDC110
MRPS15
C16orf61
MDH1
SLC12A8
SIX5
DDIT4
RNF181
ZBTB8OS
COX8A
KIFAP3
ARL3
ATP5G3
DAD1
TTC38
MINPP1
GLT8D2
NLGN2
OAS2
PVRL1
CHMP2A
C14orf1
FAM188B
TMEM60
EME1
GRHPR
PPP1R14B
HSBP1L1
PA2G4
OPLAH
DYNLL1
DOCK4
T
LYAR
INMT-FAM188B
MRPS6
C12orf48
ADAM22
HSP90B3P
COPG
ARL2
LOC151534
MCM2
FKBP11
NSDHL
CLIP4
SHISA4
NUDT5
NDUFV2
UBE2S
CHMP5
DMD
QPRT
ABCB6
PTPN7
SRP54
UQCRQ
SSR4
ALDH2
MAGED1
MVK
MTMR11
CYB5B
ICT1
MRC2
GGT3P
ARPM1
ALDOA
NDUFS6
LRIG3
GEM
CES1P1
C1orf74
RILP
HSPB1
CASP3
EBNA1BP2
SDCBP2
RGS3
DYNC2LI1
SEC23B
CHAC2
LOC341056
CCDC56
ETFA
ATP6V1C2
WDHD1
NCAM1
PSMB10
CCDC58
MIA
CSTF2
HOXA1
MTA3
SPCS2
LRRC41
SLC25A19
SLC6A4
ATP5H
FPR3
TWSG1
FAM98B
MRPL14
POTEM
LEO1
SAMSN1
CACNB4
BYSL
TXK
ZFAT
IL20RB
ROMO1
POTEE
MYH10
GLA
ADAP1
SSTR3
CDK5
WFS1
MED8
MLLT3
SCARNA16
PSMB9
WDR18
SRXN1
SEC16B
ATP5J
FRMD6
GSS
KLRC4-KLRK1
KDM4D
SLCO4A1
KIF14
EXTL2
KIAA1543
C17orf28
SALL2
PSMC3
ITGB8
C5orf30
CDT1
RAN
FANCI
SLC39A1
SLC39A14
FAR2
PTK7
SUOX
MRPL50
CNIH4
PSMD11
MXD3
STK3
TMEM177
NAPA
BSG
LGMN
C9orf169
GPR56
STIP1
SAMD10
MIR210HG
NCF2
KITLG
RBX1
SCCPDH
OXER1
NDUFA2
CDK2AP1
COX6C
CCT8
VAMP5
MRPL23
PSMD1
DUSP16
TSFM
WDR25
CLECL1
SSR3
IZUMO4
RNASEH2A
DNAAF1
HNRNPAB
GGT1
GALK2
VKORC1
DHRS11
FCER1G
CACNB3
RPP25
PDIA6
RUVBL2
PHTF1
EIF2S2
GTF3C6
ARF4
CBR1
MRPL18
TBC1D4
COL6A3
PCCB
ACAT1
PFN1
TIFA
MICALL2
KANK2
VDAC3
LRRC61
UBE2L6
DUSP14
ETHE1
SPCS1
ORC1
CENPQ
C1orf97
TCEAL5
TIMM23
MCAT
GABARAPL3
PRDX5
GBP5
VANGL1
TUBB2C
DNAJB11
ZBTB46
NCAPG2
MRPS12
EXOSC1
ZNF775
MRPL16
CHCHD8
CCR4
WIBG
FLJ39051
SEC13
SECTM1
HMBS
ATP5G1
THOC7
TOMM40
NDUFC2-KCTD14
SUCLA2
COX7B
DDR2
SNRPG
CD63
KLRK1
LOC284648
TEC
MTCH2
PRELID1
LOC401397
SLC1A3
FAM50B
KLC3
HMGCL
CPSF3
SLFN5
SARNP
IDH1
SPSB1
RPL22L1
NFE2L3
FADD
CHIT1
TRAIP
HIST1H3E
EBP
BCKDK
DCPS
NUP37
CKS1B
TTC35
HYAL2
GEMIN2
IFIT2
MRPL20
PSMC4
TCF19
RAD51AP1
HIGD1A
TFG
NDUFS8
WBSCR16
SNX11
MRPS11
NUDT6
GPR128
HIST1H1E
RDX
STYXL1
MDK
LSM6
ATP6V1D
NRSN2
TST
CD86
NSMCE2
HECW2
RPN1
CTTNBP2NL
GINS1
C11orf10
SRA1
C12orf52
DUSP5
SCO2
CCNF
TPI1P2
NAT14
FASN
LACTB2
LOXL3
TACC3
LOC100130932
NAB2
CPNE2
PAK1IP1
SLC39A7
PSMD8
C22orf36
ANKRD22
COPE
KLHL25
G6PC3
PHB
AGFG2
METTL1
MYOF
COX6B1
SLC39A4
HDLBP
ATP6AP1L
FUCA2
TRIB3
PAAF1
CDH1
C1QTNF9
RLN2
TAP1
GNPDA1
RARS
PTPRM
RDM1
SYNGR3
KLK4
ACSM3
ARID5A
CDK6
SQRDL
PIH1D2
UFSP2
HIST2H2AA3
HIST2H2AA4
C14orf33
CREB5
LTBR
LMAN2
RAD51C
EIF2S1
CDK7
HIST2H2AC
ERCC6L
AOAH
RFX2
MRPL35
ACAA2
SMS
JOSD2
GIMAP8
RAB20
SPIRE1
AICDA
KIAA1797
IRF5
AIFM2
C11orf67
MRPL4
MRPS18B
GGCT
TRIM36
TCEAL3
HPRT1
RTKN
TIMM13
MRPL46
TIPIN
AHSA1
C3orf52
SLC3A2
TP53I3
EIF4EBP1
NDUFS3
NDUFA9
FDX1L
FAM174A
UQCR10
TEX9
AURKAIP1
XRCC4
JAM2
C6orf108
IER5L
AP1S1
GAS2
CCDC103
COX5B
NCRNA00116
EXOSC3
RANBP1
DNAJC7
NDUFA13
ST3GAL4
MRPL27
CARS
CTTN
TCEAL6
ARPC5L
BLMH
ZDHHC12
ALPK1
PCK2
MDH2
FKBP7
TTC9C
MANEA
C1QBP
MRPL24
CD320
PMVK
MTHFS
TUBA1B
BTG3
DNAJA1
FHIT
NIT2
SEC24A
PSMB7
NEU1
FAAH2
C14orf166
ANAPC11
AIG1
LONP1
MRPL3
PPAN
SNRPC
RNASE1
ISOC1
TUBB4
FBXW9
TBX21
TPTE2
LRP6
SDF2
PSMD12
TOP1P2
DNTTIP1
C17orf89
CCT5
C4orf48
RWDD2B
SNRPD1
TNFAIP3
ATP5C1
RNLS
CCT6A
PRADC1
FARSB
ECHS1
ST20-MTHFS
PDIA3
PKN3
STK38L
HSPA5
KDELR1
SEC14L2
ADAM9
TCEAL4
ULBP1
COX6A1
SRM
GMDS
EPSTI1
TMEM69
MOV10
ARID3A
NAA20
MRPL47
ALG5
MNDA
ACO1
GPN3
POLR2L
PRMT1
TMEM14C
GSTZ1
ANKRD36BP2
TMEM70
NOP16
CISD2
OR2B6
RHEBL1
FOXM1
FKBP3
TMCO1
WDR12
KIAA1671
SFXN4
C4orf27
HSPA2
IGLL3P
PKP4
MRPS17
NDUFAF3
IL21R
SEC61A1
TYW3
NDUFC1
C7orf30
THOP1
GTF2IRD1
CDK2
TOMM5
CANX
PSMC2
PSMD4
CCT6B
NT5DC1
LOC100289361
TCEAL8
THEMIS
ARPC5
SNRPF
DCLRE1A
TMEM223
ITM2A
C3orf78
MLLT11
HSPB11
TXN2
ZMYM6NB
ATP5I
GSTT1
PARK7
EXOSC7
CLC
NDUFA6
CORO6
VBP1
TMEM93
SLC35B1
APOBEC3G
CACNB1
PGM1
MRPL2
METTL5
GALNT2
C1S
EIF4A3
MRPL40
CETP
TCEAL2
C21orf70
FLOT1
COL6A2
CFLAR-AS1
ABHD8
RBM42
KIF11
HIST1H2AJ
MCM3
COQ5
IDH2
PSMA1
SURF4
GSG2
DPP3
CACYBP
LIME1
ZNHIT1
DTYMK
BRP44L
PGK1
TBL2
NDUFA1
MRPL37
NR4A3
C1orf15-NBL1
SLC25A20
CYC1
DONSON
N6AMT2
CTSD
SYT11
CREB3
PDGFB
GLCCI1
PRRG2
PSMC1
TMEM186
NFKBIE
PLCL1
SKA2
LAMTOR2
LOC389705
PGD
SUB1
GNL2
SCARNA9
YWHAG
GSTO2
CTPS
C1orf216
KIR3DX1
EXOSC5
TEX14
ELF3
OPTN
C11orf84
HINT2
ZCCHC9
RFC3
HDGFRP2
PLCB3
NAGA
C14orf2
ECH1
SPAG7
TFRC
NME1-NME2
C12orf11
C12orf45
UNG
ABHD12
ABHD4
SND1
ZNF584
RWDD2A
ILDR1
C4orf10
RPA3
COMT
C7orf11
NMI
SPON2
FAM98A
SLFN12
LOC100131289
CYP2E1
PFKP
PSMB4
UQCRC2
SAMD11
PSENEN
MRPL28
MRPS36
NACC1
TMEM178
SHMT1
TRAPPC5
PMM2
MGAT2
CYP2C18
KLHDC7B
TOMM40L
ZFHX2
C10orf116
C7orf61
UBL5
GTSF1
C19orf48
TMSB4X
TM7SF2
ATP1A1
SLC31A2
CRLS1
PSMB1
TXNL1
MRPS18C
GCHFR
YIPF4
ATP5A1
FANCL
HSPH1
ZBTB32
CSNK2B
TMEM176B
GRINA
BANF1
PEX12
NUDT2
ARMCX1
STX11
CLN6
SRI
CALR
CTSH
TXNDC9
UBE2L3
MPV17L2
CCT3
MTHFD1
SYNC
CHKA
TALDO1
NCRNA00292
GNB3
KIAA1279
GLT8D1
ABCD2
GYG1
APIP
POLB
METTL13
GADD45GIP1
TUBA1C
SSBP1
MRPL34
LOC678655
BOLA1
MRPL53
GORASP2
C2orf76
PSMD3
TREX1
IFIT3
DLD
RNF5P1
ATIC
LNP1
RRBP1
SH3RF1
IL17RC
UCHL3
NDUFS4
TRAFD1
ATP6V1E1
PCTP
ANAPC10
IMMT
DSTN
VEZT
NDUFB4
CD300C
MRPS7
DBNDD2
SC4MOL
EED
HSD3B7
GMPPA
DPM2
HIST1H2BD
SUGT1
RNF5
HSD17B10
SGPP2
C15orf63
ASNS
DDB2
MAP7D2
GAR1
VCP
HAUS8
FAM127A
TRAPPC4
CHN1
ITPRIPL1
MAST1
ORMDL2
RGS9
ZNRD1
SUMO1P3
NFE2L1
ATP6V0E1
NDUFA4
C2
BAG2
PDSS1
EI24
KIAA1539
CD101
EDN1
C17orf61
PSMD13
REEP4
EIF2B2
SSSCA1
ATXN10
NFKBIL1
PDHA1
HAVCR2
MCEE
LOC646329
WSB2
C17orf97
SPRY2
AP3S1
CNPY2
MRPL21
GPR137C
MIR4647
PSMG2
TFB1M
GYS1
NDUFB7
RNF208
NEK6
TMEM184B
ADRM1
ATP5B
PLSCR1
BRP44
BEST4
TPRA1
ELAVL1
GNL3
ZSCAN5A
KCNQ4
PARVB
GRN
RBM47
CENPK
ALG14
TCEB2
NDUFA3
CRYM
GIPC1
THYN1
STOML2
DPY30
NDUFA11
MTCP1NB
TIAM2
HARS
PARP2
KLHL13
DHRS7
POP4
ATP5D
C6orf211
ETFDH
FHOD1
SDHB
PLIN2
ARV1
TTC25
CBY1
CES1
CD99L2
PAM16
ZNHIT2
SAE1
PSMB8
PPP2R1A
PXN
MTX2
TMEM176A
ECI1
FAM125A
MYCBP
OLA1
PPP1R7
HSD17B8
RNF157
C11orf73
HNRNPF
HIST1H2BK
PFKM
PAICS
PLD3
ASMTL
UGDH
LOC649395
APTX
CDKL3
C15orf39
BPGM
PLS1
TOP1P1
C1orf43
TMOD1
RTN2
UBE2E1
ZSWIM4
WDR61
FTSJ2
ST5
CLPP
FNTB
KLHDC9
TCEB1
NR1I2
GTF2A2
SUCLG1
TNFRSF9
UQCRC1
WDR54
INO80C
SERF2
GJA9-MYCBP
CCDC99
SLC25A12
SEL1L
RABEPK
LIMK1
PPIA
CLIP3
PSMB6
FAM195A
HAX1
DOLPP1
KIAA0748
TMED3
GLB1L2
DPM1
COL9A2
PARP9
TIMM17A
MIR671
SNX4
